x_classify	y_plusi_minusi
c	c
-0.0667433831991	-0.0666666666667
0.00230149597238	0.466666666667
0.0460299194476	0.133333333333
0.0414269275029	0.0666666666667
-0.191024165708	0.133333333333
0.00920598388953	0.2
-0.0598388952819	0.2
0.0368239355581	0.466666666667
-0.109321058688	0.0
-0.0310701956272	0.2
-0.124280782509	0.266666666667
0.0851553509781	0.333333333333
-0.0356731875719	0.133333333333
-0.0138089758343	0.2
-0.0471806674338	0.266666666667
-0.0632911392405	0.2
0.0621403912543	0.2
-0.0690448791715	0.0
-0.123130034522	0.133333333333
-0.0667433831991	0.133333333333
-0.0506329113924	0.333333333333
0.00460299194476	0.2
-0.100115074799	0.0666666666667
-0.165707710012	0.266666666667
-0.054085155351	0.0666666666667
-0.0678941311853	0.0
-0.0632911392405	0.133333333333
-0.123130034522	0.0666666666667
-0.0379746835443	-0.133333333333
-0.0149597238205	0.333333333333
0.00115074798619	0.133333333333
-0.0172612197929	0.0
-0.0253164556962	0.2
-0.212888377445	0.2
-0.0391254315305	0.266666666667
-0.0794016110472	0.0666666666667
-0.029919447641	0.2
-0.0909090909091	0.266666666667
-0.345224395857	0.266666666667
-0.0794016110472	0.133333333333
-0.0932105868815	0.2
-0.0713463751438	0.2
-0.0678941311853	0.133333333333
-0.029919447641	0.2
-0.0253164556962	0.266666666667
-0.0851553509781	0.2
-0.171461449942	0.0
-0.0747986191024	0.2
0.00345224395857	0.133333333333
-0.161104718067	0.2
-0.0126582278481	0.266666666667
-0.0678941311853	0.266666666667
-0.0425776754891	0.133333333333
-0.12082853855	0.2
-0.0368239355581	0.133333333333
-0.0506329113924	0.2
0.0264672036824	0.133333333333
0.00690448791715	0.333333333333
-0.119677790564	0.0
-0.00230149597238	-0.133333333333
-0.141542002301	0.2
0.0736478711162	0.266666666667
-0.0494821634062	0.333333333333
-0.13003452244	0.266666666667
0.00805523590334	0.333333333333
-0.0586881472957	0.133333333333
-0.165707710012	0.333333333333
-0.0713463751438	0.266666666667
-0.239355581128	0.0666666666667
-0.0253164556962	0.333333333333
-0.07249712313	0.2
-0.0402761795167	0.2
-0.0632911392405	0.133333333333
-0.340621403913	0.2
-0.02416570771	0.0666666666667
-0.0207134637514	0.133333333333
-0.0391254315305	0.266666666667
-0.0552359033372	0.133333333333
0.306098964327	0.4
-0.0506329113924	0.2
-0.191024165708	0.0666666666667
-0.0909090909091	0.333333333333
-0.0632911392405	0.0
-0.0138089758343	0.2
-0.133486766398	0.4
-0.0161104718067	0.333333333333
-0.0943613348677	0.2
-0.0368239355581	0.333333333333
-0.182968929804	0.2
0.0276179516686	0.266666666667
-0.00460299194476	0.266666666667
-0.0897583429229	0.133333333333
-0.02416570771	0.333333333333
0.0195627157652	0.333333333333
-0.0586881472957	-0.0666666666667
-0.0840046029919	0.0
-0.112773302647	0.133333333333
0.0	0.333333333333
-0.00230149597238	0.2
-0.0448791714614	0.0666666666667
0.0310701956272	0.2
-0.04833141542	0.266666666667
-0.0460299194476	0.333333333333
-0.0161104718067	0.2
-0.0460299194476	0.2
0.00230149597238	0.133333333333
-0.0460299194476	0.266666666667
0.0828538550058	0.333333333333
-0.203682393556	0.0666666666667
-0.0195627157652	0.0666666666667
-0.161104718067	0.2
-0.0529344073648	0.266666666667
-0.0345224395857	0.2
-0.0598388952819	0.2
-0.00920598388953	0.2
-0.230149597238	0.266666666667
-0.029919447641	0.0666666666667
-0.07249712313	0.0
-0.0345224395857	0.133333333333
-0.04833141542	0.0666666666667
-0.0161104718067	0.2
-0.108170310702	0.0
-0.0598388952819	0.333333333333
-0.04833141542	0.2
-0.0575373993096	0.333333333333
-0.0517836593786	0.266666666667
-0.0805523590334	0.4
-0.0586881472957	0.333333333333
-0.14499424626	0.0666666666667
-0.0356731875719	0.4
-0.140391254315	0.0
0.04833141542	0.266666666667
0.0	0.4
-0.133486766398	0.266666666667
-0.0172612197929	0.333333333333
0.0276179516686	0.133333333333
-0.133486766398	0.2
-0.113924050633	0.2
-0.0230149597238	0.2
-0.0575373993096	0.266666666667
-0.0448791714614	0.133333333333
0.0161104718067	-0.4
-0.0886075949367	0.133333333333
-0.0563866513234	0.2
-0.0437284234753	0.0
-0.164556962025	0.266666666667
-0.0920598388953	0.2
-0.0172612197929	0.133333333333
-0.0425776754891	0.133333333333
-0.0471806674338	0.2
-0.156501726122	0.133333333333
-0.0448791714614	0.266666666667
-0.172612197929	0.266666666667
-0.102416570771	0.133333333333
-0.00460299194476	0.266666666667
-0.04833141542	0.2
0.00575373993096	0.0666666666667
-0.147295742232	0.133333333333
-0.04833141542	0.2
-0.0805523590334	0.133333333333
-0.162255466053	-0.133333333333
0.0230149597238	0.266666666667
-0.124280782509	0.0
-0.0276179516686	0.333333333333
-0.173762945915	0.133333333333
-0.14499424626	0.0
-0.0494821634062	0.266666666667
0.00230149597238	-0.466666666667
-0.0886075949367	-0.133333333333
-0.0184119677791	0.2
-0.0851553509781	0.0666666666667
-0.0759493670886	0.2
0.0115074798619	0.333333333333
-0.0471806674338	0.0666666666667
-0.317606444189	-0.0666666666667
-0.0287686996548	0.133333333333
0.00230149597238	0.266666666667
-0.0184119677791	0.4
-0.0253164556962	0.266666666667
-0.0678941311853	0.0
-0.0149597238205	0.0
-0.0932105868815	0.2
-0.0667433831991	0.2
-0.029919447641	0.133333333333
