x_classify	z_ocena
c	c
-0.0667433831991	0.897407162023
0.00230149597238	0.932424331052
0.0460299194476	0.892041887221
0.0414269275029	0.90352550612
-0.191024165708	0.858134256764
0.00920598388953	0.918579067166
-0.0598388952819	0.849125041755
0.0368239355581	0.968780590921
-0.109321058688	0.903457097639
-0.0310701956272	0.872226477435
-0.124280782509	0.887902787939
0.0851553509781	0.973785116797
-0.0356731875719	0.917062801653
-0.0138089758343	0.861138295789
-0.0471806674338	0.896015196434
-0.0632911392405	0.880703355795
0.0621403912543	0.9047598952
-0.0690448791715	0.858692546794
-0.123130034522	0.882492100063
-0.0667433831991	0.909645389496
-0.0506329113924	0.88072225219
0.00460299194476	0.870756206452
-0.100115074799	0.8803272761
-0.165707710012	0.883321285984
-0.054085155351	0.859516062545
-0.0678941311853	0.870547280771
-0.0632911392405	0.90915374377
-0.123130034522	0.875594068168
-0.0379746835443	0.900133883527
-0.0149597238205	0.919115305576
0.00115074798619	0.902231867098
-0.0172612197929	0.889768348513
-0.0253164556962	0.911315461017
-0.212888377445	0.880143323841
-0.0391254315305	0.907912554576
-0.0794016110472	0.923856790345
-0.029919447641	0.869567947245
-0.0909090909091	0.899101585593
-0.345224395857	0.926486691485
-0.0794016110472	0.89731658497
-0.0932105868815	0.851906555989
-0.0713463751438	0.88459485477
-0.0678941311853	0.891948092456
-0.029919447641	0.898403035446
-0.0253164556962	0.844086393964
-0.0851553509781	0.893250462794
-0.171461449942	0.905198683818
-0.0747986191024	0.874670478683
0.00345224395857	0.925678998209
-0.161104718067	0.852149657436
-0.0126582278481	0.916257763337
-0.0678941311853	0.895717733068
-0.0425776754891	0.907824634672
-0.12082853855	0.915208412462
-0.0368239355581	0.892571430571
-0.0506329113924	0.876208219256
0.0264672036824	0.931013528449
0.00690448791715	0.917209619199
-0.119677790564	0.87595148099
-0.00230149597238	0.907229201253
-0.141542002301	0.920528390533
0.0736478711162	0.930644465046
-0.0494821634062	0.861630376156
-0.13003452244	0.884640838843
0.00805523590334	0.952911043389
