y_plusi_minusi	z_ocena
c	c
-0.0666666666667	0.897407162023
0.466666666667	0.932424331052
0.133333333333	0.892041887221
0.0666666666667	0.90352550612
0.133333333333	0.858134256764
0.2	0.918579067166
0.2	0.849125041755
0.466666666667	0.968780590921
0.0	0.903457097639
0.2	0.872226477435
0.266666666667	0.887902787939
0.333333333333	0.973785116797
0.133333333333	0.917062801653
0.2	0.861138295789
0.266666666667	0.896015196434
0.2	0.880703355795
0.2	0.9047598952
0.0	0.858692546794
0.133333333333	0.882492100063
0.133333333333	0.909645389496
0.333333333333	0.88072225219
0.2	0.870756206452
0.0666666666667	0.8803272761
0.266666666667	0.883321285984
0.0666666666667	0.859516062545
0.0	0.870547280771
0.133333333333	0.90915374377
0.0666666666667	0.875594068168
-0.133333333333	0.900133883527
0.333333333333	0.919115305576
0.133333333333	0.902231867098
0.0	0.889768348513
0.2	0.911315461017
0.2	0.880143323841
0.266666666667	0.907912554576
0.0666666666667	0.923856790345
0.2	0.869567947245
0.266666666667	0.899101585593
0.266666666667	0.926486691485
0.133333333333	0.89731658497
0.2	0.851906555989
0.2	0.88459485477
0.133333333333	0.891948092456
0.2	0.898403035446
0.266666666667	0.844086393964
0.2	0.893250462794
0.0	0.905198683818
0.2	0.874670478683
0.133333333333	0.925678998209
0.2	0.852149657436
0.266666666667	0.916257763337
0.266666666667	0.895717733068
0.133333333333	0.907824634672
0.2	0.915208412462
0.133333333333	0.892571430571
0.2	0.876208219256
0.133333333333	0.931013528449
0.333333333333	0.917209619199
0.0	0.87595148099
-0.133333333333	0.907229201253
0.2	0.920528390533
0.266666666667	0.930644465046
0.333333333333	0.861630376156
0.266666666667	0.884640838843
0.333333333333	0.952911043389
0.133333333333	0.913504130174
0.333333333333	0.856652087316
0.266666666667	0.925793434587
0.0666666666667	0.878673203825
0.333333333333	0.863837902034
0.2	0.876630308094
0.2	0.896734340214
0.133333333333	0.89221931014
0.2	0.866567456027
0.0666666666667	0.859322696424
0.133333333333	0.876100167191
0.266666666667	0.917698106547
0.133333333333	0.915113211122
0.4	0.976153118827
0.2	0.911638738975
0.0666666666667	0.906336077086
0.333333333333	0.892946794353
0.0	0.910913164375
0.2	0.889108206448
0.4	0.886354976574
0.333333333333	0.870656149767
0.2	0.868245362303
0.333333333333	0.902126246693
0.2	0.915115181225
0.266666666667	0.940447610229
0.266666666667	0.905729172058
0.133333333333	0.843644893192
0.333333333333	0.88451206327
0.333333333333	0.931041553306
-0.0666666666667	0.888558491002
0.0	0.818838427936
0.133333333333	0.911598367903
0.333333333333	0.907685232967
0.2	0.952247860766
0.0666666666667	0.900346904165
0.2	0.874503262477
0.266666666667	0.888817746872
0.333333333333	0.86426728278
0.2	0.914959443906
0.2	0.925006061993
0.133333333333	0.944262463097
0.266666666667	0.918514725718
0.333333333333	0.943192481795
0.0666666666667	0.883531528734
0.0666666666667	0.932708729406
0.2	0.906108851151
0.266666666667	0.857447712464
0.2	0.901839269835
0.2	0.870562858486
0.2	0.933704963201
0.266666666667	0.898238175801
0.0666666666667	0.873291163403
0.0	0.939858776343
0.133333333333	0.933765854852
0.0666666666667	0.912400901183
0.2	0.915051165716
0.0	0.73834790088
0.333333333333	0.843391188392
0.2	0.948211686198
0.333333333333	0.915601523297
0.266666666667	0.869524437255
0.4	0.87297895243
0.333333333333	0.920097059114
0.0666666666667	0.838143063172
0.4	0.854429289904
0.0	0.902005642346
0.266666666667	0.931130824828
0.4	0.949270424823
0.266666666667	0.905674638905
0.333333333333	0.937451832775
0.133333333333	0.909924743813
0.2	0.885083211825
0.2	0.876999840678
0.2	0.883008474612
0.266666666667	0.985289047908
0.133333333333	0.861850520677
-0.4	0.924715423835
0.133333333333	0.931411554506
0.2	0.914896454492
0.0	0.923592292261
0.266666666667	0.905756045151
0.2	0.875545805812
0.133333333333	0.887595537981
0.133333333333	0.865312562827
0.2	0.896917991821
0.133333333333	0.870008874141
0.266666666667	0.876888296654
0.266666666667	0.902616742474
0.133333333333	0.890812371895
0.266666666667	0.939122854095
0.2	0.881129011079
0.0666666666667	0.908973369061
0.133333333333	0.920685721918
0.2	0.847455763268
0.133333333333	0.827626806713
-0.133333333333	0.846807575536
0.266666666667	0.929824329507
0.0	0.905431161752
0.333333333333	0.88792145778
0.133333333333	0.941796807795
0.0	0.877578591178
0.266666666667	0.853944452853
-0.466666666667	0.889938093993
-0.133333333333	0.86620213821
0.2	0.935635154998
0.0666666666667	0.867517103521
0.2	0.891606194949
0.333333333333	0.898420817922
0.0666666666667	0.890639237823
-0.0666666666667	0.882729044883
0.133333333333	0.855043872524
0.266666666667	0.855784152959
0.4	0.892967223499
0.266666666667	0.929456202388
0.0	0.863362594159
0.0	0.90364438044
0.2	0.867974565452
0.2	0.910926159616
0.133333333333	0.899987393267
-0.2	0.904317367787
0.333333333333	0.913673787645
0.133333333333	0.85280029169
0.4	0.925764677983
0.0	0.917462107285
0.266666666667	0.937768798553
0.266666666667	0.884848474187
0.466666666667	0.93035237905
-0.0666666666667	0.875598927868
0.0666666666667	0.89794236486
-0.2	0.887990935596
0.266666666667	0.939386930593
0.133333333333	0.885855015988
0.0666666666667	0.894315584357
-0.133333333333	0.886682992395
0.4	0.909370530095
0.4	0.915279540208
0.2	0.907364995171
-0.0666666666667	0.939566210283
0.133333333333	0.945144393688
0.466666666667	0.916720284638
0.133333333333	0.937306379282
0.266666666667	0.918493310265
0.2	0.913569630161
0.2	0.876710015468
0.466666666667	0.964825443226
0.133333333333	0.868207476948
0.133333333333	0.861909219012
0.133333333333	0.889826724181
0.0666666666667	0.93004936622
0.4	0.973778275736
0.2	0.878481254697
0.266666666667	0.874178394702
0.2	0.917374329694
0.266666666667	0.892205121072
0.0666666666667	0.909707282717
0.0666666666667	0.901307666522
-0.533333333333	0.932467180631
0.266666666667	0.910241192955
0.133333333333	0.926261425756
0.0666666666667	0.887714048165
0.2	0.892200785622
0.4	0.909227834721
0.0666666666667	0.884242950072
0.2	0.955383440829
0.266666666667	0.889471285074
0.133333333333	0.926609995048
0.2	0.94712165496
0.0666666666667	0.880245150108
-0.0666666666667	0.866302909447
-0.0666666666667	0.901714318653
0.266666666667	0.875403620226
0.2	0.852526918221
0.133333333333	0.898201953801
0.2	0.871764232956
0.2	0.914339133968
0.266666666667	0.935692523969
0.2	0.905199882177
0.266666666667	0.850657648224
0.2	0.941311679519
0.0666666666667	0.894735090823
0.466666666667	0.936918484943
-0.6	0.836795756985
0.133333333333	0.913896772101
0.333333333333	0.901214839384
0.133333333333	0.913288531829
0.266666666667	0.933148177876
0.0666666666667	0.89404608867
0.4	0.956537201634
0.0666666666667	0.851623729142
0.133333333333	0.962665141223
0.2	0.961267595531
0.4	0.845687728756
0.0	0.89997621349
0.333333333333	0.917512826362
0.2	0.943952971235
0.333333333333	0.927436985058
0.0666666666667	0.853183819625
0.2	0.853486843807
0.2	0.898185181415
0.2	0.878841836667
0.0666666666667	0.872738133672
0.266666666667	0.947076400424
0.266666666667	0.848285667872
0.133333333333	0.908314395221
0.0666666666667	0.898150049432
0.0	0.91648266036
0.266666666667	0.943234287576
0.133333333333	0.923364496066
0.266666666667	0.894587817516
0.2	0.918896841182
0.2	0.926738959538
0.466666666667	0.953853199672
0.4	0.953881527005
0.133333333333	0.894477780961
-0.2	0.919087084569
0.2	0.895723100494
0.133333333333	0.876644293547
0.133333333333	0.888688648265
0.466666666667	0.913661636492
