idUporabnik;classify;count;razlika;max_razlika;normirano
insider;+;82;-116;869;-0.133486766398
insider;-;198;-116;869;-0.133486766398
intojeto;+;34;-53;869;-0.0609896432681
intojeto;-;87;-53;869;-0.0609896432681
iowa;+;134;-238;869;-0.273878020713
iowa;-;372;-238;869;-0.273878020713
irobert;+;54;7;869;0.00805523590334
irobert;-;47;7;869;0.00805523590334
iuckylee-is-back;+;42;-46;869;-0.0529344073648
iuckylee-is-back;-;88;-46;869;-0.0529344073648
ivan-gudelj;+;42;-14;869;-0.0161104718067
ivan-gudelj;-;56;-14;869;-0.0161104718067
iztrd;+;174;-69;869;-0.0794016110472
iztrd;-;243;-69;869;-0.0794016110472
jaakaa;+;47;-177;869;-0.203682393556
jaakaa;-;224;-177;869;-0.203682393556
jaakaalj;+;54;-104;869;-0.119677790564
jaakaalj;-;158;-104;869;-0.119677790564
jackm8;+;34;-81;869;-0.0932105868815
jackm8;-;115;-81;869;-0.0932105868815
jaka93;+;64;42;869;0.04833141542
jaka93;-;22;42;869;0.04833141542
jakosol;+;94;-56;869;-0.0644418872267
jakosol;-;150;-56;869;-0.0644418872267
janbac;+;332;-63;869;-0.07249712313
janbac;-;395;-63;869;-0.07249712313
janezblond;+;51;-5;869;-0.00575373993096
janezblond;-;56;-5;869;-0.00575373993096
janezjanez-j057;+;46;0;869;0.0
janezjanez-j057;-;46;0;869;0.0
jang;+;81;-90;869;-0.103567318757
jang;-;171;-90;869;-0.103567318757
janiel74;+;128;-83;869;-0.0955120828539
janiel74;-;211;-83;869;-0.0955120828539
janko-luzar;+;52;13;869;0.0149597238205
janko-luzar;-;39;13;869;0.0149597238205
janko1973;+;356;-247;869;-0.284234752589
janko1973;-;603;-247;869;-0.284234752589
jasej1;+;37;-31;869;-0.0356731875719
jasej1;-;68;-31;869;-0.0356731875719
jasminelle;+;29;-76;869;-0.0874568469505
jasminelle;-;105;-76;869;-0.0874568469505
jast123;+;79;-110;869;-0.126582278481
jast123;-;189;-110;869;-0.126582278481
jay-6;+;52;19;869;0.0218642117376
jay-6;-;33;19;869;0.0218642117376
jbzt;+;28;-39;869;-0.0448791714614
jbzt;-;67;-39;869;-0.0448791714614
jcole;+;28;-18;869;-0.0207134637514
jcole;-;46;-18;869;-0.0207134637514
jd666;+;80;-140;869;-0.161104718067
jd666;-;220;-140;869;-0.161104718067
jedercan;+;44;-32;869;-0.0368239355581
jedercan;-;76;-32;869;-0.0368239355581
jernej-dodig;+;29;-34;869;-0.0391254315305
jernej-dodig;-;63;-34;869;-0.0391254315305
jernejzgur;+;71;54;869;0.0621403912543
jernejzgur;-;17;54;869;0.0621403912543
jeroflaek;+;36;-87;869;-0.100115074799
jeroflaek;-;123;-87;869;-0.100115074799
jerros;+;23;-38;869;-0.0437284234753
jerros;-;61;-38;869;-0.0437284234753
jest25;+;29;-119;869;-0.136939010357
jest25;-;148;-119;869;-0.136939010357
jezek_moli_moli;+;17;-35;869;-0.0402761795167
jezek_moli_moli;-;52;-35;869;-0.0402761795167
jlmezed;+;72;-149;869;-0.171461449942
jlmezed;-;221;-149;869;-0.171461449942
jo-epotrebuje;+;40;-47;869;-0.054085155351
jo-epotrebuje;-;87;-47;869;-0.054085155351
jodlzi;+;37;-9;869;-0.0103567318757
jodlzi;-;46;-9;869;-0.0103567318757
joe19;+;110;-39;869;-0.0448791714614
joe19;-;149;-39;869;-0.0448791714614
johnb;+;68;-44;869;-0.0506329113924
johnb;-;112;-44;869;-0.0506329113924
jojo7;+;31;-59;869;-0.0678941311853
jojo7;-;90;-59;869;-0.0678941311853
joshauboy;+;94;-51;869;-0.0586881472957
joshauboy;-;145;-51;869;-0.0586881472957
joy;+;284;-227;869;-0.261219792865
joy;-;511;-227;869;-0.261219792865
jujc;+;40;-35;869;-0.0402761795167
jujc;-;75;-35;869;-0.0402761795167
juninho8slo;+;106;-11;869;-0.0126582278481
juninho8slo;-;117;-11;869;-0.0126582278481
jureee;+;44;-17;869;-0.0195627157652
jureee;-;61;-17;869;-0.0195627157652
jurerock;+;31;-49;869;-0.0563866513234
jurerock;-;80;-49;869;-0.0563866513234
jure_bure;+;35;-42;869;-0.04833141542
jure_bure;-;77;-42;869;-0.04833141542
jure_mb;+;29;-61;869;-0.0701956271577
jure_mb;-;90;-61;869;-0.0701956271577
jurica;+;127;-312;869;-0.359033371692
jurica;-;439;-312;869;-0.359033371692
juveandlivar;+;32;-14;869;-0.0161104718067
juveandlivar;-;46;-14;869;-0.0161104718067
juventina10;+;77;-24;869;-0.0276179516686
juventina10;-;101;-24;869;-0.0276179516686
kafkaf;+;212;-188;869;-0.216340621404
kafkaf;-;400;-188;869;-0.216340621404
kai;+;33;-98;869;-0.112773302647
kai;-;131;-98;869;-0.112773302647
kanalija;+;83;-140;869;-0.161104718067
kanalija;-;223;-140;869;-0.161104718067
kapitan-kljuka;+;67;-72;869;-0.0828538550058
kapitan-kljuka;-;139;-72;869;-0.0828538550058
kar-eden;+;51;-66;869;-0.0759493670886
kar-eden;-;117;-66;869;-0.0759493670886
katalonec;+;30;-55;869;-0.0632911392405
katalonec;-;85;-55;869;-0.0632911392405
katana-p4zd;+;29;-15;869;-0.0172612197929
katana-p4zd;-;44;-15;869;-0.0172612197929
katastrofa;+;17;-34;869;-0.0391254315305
katastrofa;-;51;-34;869;-0.0391254315305
kauko;+;72;-48;869;-0.0552359033372
kauko;-;120;-48;869;-0.0552359033372
keketz;+;42;-95;869;-0.109321058688
keketz;-;137;-95;869;-0.109321058688
kenguru27;+;307;114;869;0.131185270426
kenguru27;-;193;114;869;0.131185270426
kentaurus;+;36;-66;869;-0.0759493670886
kentaurus;-;102;-66;869;-0.0759493670886
kimi12345;+;32;-4;869;-0.00460299194476
kimi12345;-;36;-4;869;-0.00460299194476
kindobovs;+;26;-126;869;-0.14499424626
kindobovs;-;152;-126;869;-0.14499424626
king23;+;31;-26;869;-0.029919447641
king23;-;57;-26;869;-0.029919447641
kingstone;+;24;-97;869;-0.111622554661
kingstone;-;121;-97;869;-0.111622554661
kipanaliwo;+;28;-31;869;-0.0356731875719
kipanaliwo;-;59;-31;869;-0.0356731875719
kjersoncenezaide;+;19;-43;869;-0.0494821634062
kjersoncenezaide;-;62;-43;869;-0.0494821634062
kla_man;+;35;4;869;0.00460299194476
kla_man;-;31;4;869;0.00460299194476
klemy;+;122;-200;869;-0.230149597238
klemy;-;322;-200;869;-0.230149597238
klemzyy;+;57;-45;869;-0.0517836593786
klemzyy;-;102;-45;869;-0.0517836593786
klipan;+;122;-172;869;-0.197928653625
klipan;-;294;-172;869;-0.197928653625
klmncizmek;+;52;-13;869;-0.0149597238205
klmncizmek;-;65;-13;869;-0.0149597238205
knight1987;+;113;-84;869;-0.09666283084
knight1987;-;197;-84;869;-0.09666283084
kobalt;+;21;-34;869;-0.0391254315305
kobalt;-;55;-34;869;-0.0391254315305
kobi23;+;15;-87;869;-0.100115074799
kobi23;-;102;-87;869;-0.100115074799
kobiiica;+;30;-28;869;-0.0322209436133
kobiiica;-;58;-28;869;-0.0322209436133
kok;+;20;-63;869;-0.07249712313
kok;-;83;-63;869;-0.07249712313
kokio;+;68;-43;869;-0.0494821634062
kokio;-;111;-43;869;-0.0494821634062
kokozaver;+;34;-21;869;-0.02416570771
kokozaver;-;55;-21;869;-0.02416570771
kolesar666a;+;63;-105;869;-0.12082853855
kolesar666a;-;168;-105;869;-0.12082853855
konjice;+;39;7;869;0.00805523590334
konjice;-;32;7;869;0.00805523590334
kop;+;28;-109;869;-0.125431530495
kop;-;137;-109;869;-0.125431530495
koperboy;+;38;-159;869;-0.182968929804
koperboy;-;197;-159;869;-0.182968929804
kopibrejk;+;23;-31;869;-0.0356731875719
kopibrejk;-;54;-31;869;-0.0356731875719
kopitarthegreat;+;47;-27;869;-0.0310701956272
kopitarthegreat;-;74;-27;869;-0.0310701956272
koren-prsmojen;+;14;-63;869;-0.07249712313
koren-prsmojen;-;77;-63;869;-0.07249712313
korenc;+;28;-17;869;-0.0195627157652
korenc;-;45;-17;869;-0.0195627157652
korosec19;+;27;-13;869;-0.0149597238205
korosec19;-;40;-13;869;-0.0149597238205
korotan;+;39;-151;869;-0.173762945915
korotan;-;190;-151;869;-0.173762945915
kosmatapazduha;+;71;-74;869;-0.0851553509781
kosmatapazduha;-;145;-74;869;-0.0851553509781
kozlevcar;+;38;-13;869;-0.0149597238205
kozlevcar;-;51;-13;869;-0.0149597238205
kozorog1973;+;91;-77;869;-0.0886075949367
kozorog1973;-;168;-77;869;-0.0886075949367
kralj-matja;+;34;-65;869;-0.0747986191024
kralj-matja;-;99;-65;869;-0.0747986191024
kralj-tvrtko;+;48;8;869;0.00920598388953
kralj-tvrtko;-;40;8;869;0.00920598388953
kramci;+;44;-120;869;-0.138089758343
kramci;-;164;-120;869;-0.138089758343
kraner-oquh;+;34;-41;869;-0.0471806674338
kraner-oquh;-;75;-41;869;-0.0471806674338
kreativni-hrvat;+;127;34;869;0.0391254315305
kreativni-hrvat;-;93;34;869;0.0391254315305
krjen3;+;88;-8;869;-0.00920598388953
krjen3;-;96;-8;869;-0.00920598388953
krkanm18;+;59;-58;869;-0.0667433831991
krkanm18;-;117;-58;869;-0.0667433831991
krkas;+;47;8;869;0.00920598388953
krkas;-;39;8;869;0.00920598388953
krosnjar;+;10;-51;869;-0.0586881472957
krosnjar;-;61;-51;869;-0.0586881472957
krpani;+;45;-117;869;-0.134637514384
krpani;-;162;-117;869;-0.134637514384
krumpek;+;33;-31;869;-0.0356731875719
krumpek;-;64;-31;869;-0.0356731875719
kucheysh;+;30;-208;869;-0.239355581128
kucheysh;-;238;-208;869;-0.239355581128
kum-50;+;28;-12;869;-0.0138089758343
kum-50;-;40;-12;869;-0.0138089758343
kumimonster;+;43;8;869;0.00920598388953
kumimonster;-;35;8;869;0.00920598388953
kunta-kinte;+;99;-210;869;-0.2416570771
kunta-kinte;-;309;-210;869;-0.2416570771
kuntekinte;+;28;-41;869;-0.0471806674338
kuntekinte;-;69;-41;869;-0.0471806674338
kurjac-jt6h;+;13;-83;869;-0.0955120828539
kurjac-jt6h;-;96;-83;869;-0.0955120828539
kurt-china;+;16;-59;869;-0.0678941311853
kurt-china;-;75;-59;869;-0.0678941311853
kvaternik;+;15;-141;869;-0.162255466053
kvaternik;-;156;-141;869;-0.162255466053
kwayzdey;+;43;12;869;0.0138089758343
kwayzdey;-;31;12;869;0.0138089758343
k_ris;+;22;-51;869;-0.0586881472957
k_ris;-;73;-51;869;-0.0586881472957
l-amolin;+;76;-133;869;-0.153049482163
l-amolin;-;209;-133;869;-0.153049482163
l-curek;+;52;-23;869;-0.0264672036824
l-curek;-;75;-23;869;-0.0264672036824
la-sonrisa;+;39;-12;869;-0.0138089758343
la-sonrisa;-;51;-12;869;-0.0138089758343
ladu;+;34;-48;869;-0.0552359033372
ladu;-;82;-48;869;-0.0552359033372
lascan1;+;39;-36;869;-0.0414269275029
lascan1;-;75;-36;869;-0.0414269275029
latamprle;+;47;-76;869;-0.0874568469505
latamprle;-;123;-76;869;-0.0874568469505
latex;+;33;-1;869;-0.00115074798619
latex;-;34;-1;869;-0.00115074798619
le-courage;+;28;-30;869;-0.0345224395857
le-courage;-;58;-30;869;-0.0345224395857
lechy;+;232;36;869;0.0414269275029
lechy;-;196;36;869;0.0414269275029
ledeni_-ioqs;+;52;-30;869;-0.0345224395857
ledeni_-ioqs;-;82;-30;869;-0.0345224395857
ledzeppelin;+;61;20;869;0.0230149597238
ledzeppelin;-;41;20;869;0.0230149597238
leftwinger;+;31;-25;869;-0.0287686996548
leftwinger;-;56;-25;869;-0.0287686996548
legenda3;+;149;-68;869;-0.078250863061
legenda3;-;217;-68;869;-0.078250863061
legenda7;+;157;-108;869;-0.124280782509
legenda7;-;265;-108;869;-0.124280782509
leomessi10;+;302;-166;869;-0.191024165708
leomessi10;-;468;-166;869;-0.191024165708
levak;+;58;-24;869;-0.0276179516686
levak;-;82;-24;869;-0.0276179516686
levkup;+;80;-138;869;-0.158803222094
levkup;-;218;-138;869;-0.158803222094
lfc;+;307;-234;869;-0.269275028769
lfc;-;541;-234;869;-0.269275028769
likid;+;15;-42;869;-0.04833141542
likid;-;57;-42;869;-0.04833141542
ljga;+;39;-39;869;-0.0448791714614
ljga;-;78;-39;869;-0.0448791714614
ljsn;+;47;-39;869;-0.0448791714614
ljsn;-;86;-39;869;-0.0448791714614
lmatja;+;116;-93;869;-0.107019562716
lmatja;-;209;-93;869;-0.107019562716
lojal;+;58;-44;869;-0.0506329113924
lojal;-;102;-44;869;-0.0506329113924
lookaaa;+;106;-108;869;-0.124280782509
lookaaa;-;214;-108;869;-0.124280782509
lord-of-d-rings;+;32;-11;869;-0.0126582278481
lord-of-d-rings;-;43;-11;869;-0.0126582278481
loucypher;+;67;-120;869;-0.138089758343
loucypher;-;187;-120;869;-0.138089758343
lovec-fq5z;+;21;-41;869;-0.0471806674338
lovec-fq5z;-;62;-41;869;-0.0471806674338
lo_pa__ta;+;68;-10;869;-0.0115074798619
lo_pa__ta;-;78;-10;869;-0.0115074798619
lu-yehi;+;19;-40;869;-0.0460299194476
lu-yehi;-;59;-40;869;-0.0460299194476
luisnani17;+;168;-282;869;-0.324510932106
luisnani17;-;450;-282;869;-0.324510932106
luka007;+;168;-253;869;-0.291139240506
luka007;-;421;-253;869;-0.291139240506
luka101;+;17;-53;869;-0.0609896432681
luka101;-;70;-53;869;-0.0609896432681
lukace5;+;76;-403;869;-0.463751438435
lukace5;-;479;-403;869;-0.463751438435
lwzr;+;19;-67;869;-0.0771001150748
lwzr;-;86;-67;869;-0.0771001150748
lzilzola;+;53;-18;869;-0.0207134637514
lzilzola;-;71;-18;869;-0.0207134637514
lzuti;+;20;-44;869;-0.0506329113924
lzuti;-;64;-44;869;-0.0506329113924
m-filter;+;23;-94;869;-0.108170310702
m-filter;-;117;-94;869;-0.108170310702
maaajcikaaa;+;73;-21;869;-0.02416570771
maaajcikaaa;-;94;-21;869;-0.02416570771
macek;+;49;20;869;0.0230149597238
macek;-;29;20;869;0.0230149597238
macupicu;+;20;-63;869;-0.07249712313
macupicu;-;83;-63;869;-0.07249712313
madnes;+;33;-24;869;-0.0276179516686
madnes;-;57;-24;869;-0.0276179516686
madobromakaj;+;42;-1;869;-0.00115074798619
madobromakaj;-;43;-1;869;-0.00115074798619
maestral-g4z8;+;15;-37;869;-0.0425776754891
maestral-g4z8;-;52;-37;869;-0.0425776754891
majkomila;+;36;-60;869;-0.0690448791715
majkomila;-;96;-60;869;-0.0690448791715
majster-22ev;+;52;-28;869;-0.0322209436133
majster-22ev;-;80;-28;869;-0.0322209436133
mala-jeb7;+;97;50;869;0.0575373993096
mala-jeb7;-;47;50;869;0.0575373993096
mali-metulj-ek;+;41;0;869;0.0
mali-metulj-ek;-;41;0;869;0.0
malidelnicar;+;56;-17;869;-0.0195627157652
malidelnicar;-;73;-17;869;-0.0195627157652
mamutar;+;23;-32;869;-0.0368239355581
mamutar;-;55;-32;869;-0.0368239355581
maniac-n0fb;+;33;-94;869;-0.108170310702
maniac-n0fb;-;127;-94;869;-0.108170310702
manrose-b8nd;+;19;-59;869;-0.0678941311853
manrose-b8nd;-;78;-59;869;-0.0678941311853
marialorca;+;60;-50;869;-0.0575373993096
marialorca;-;110;-50;869;-0.0575373993096
marjan91;+;37;5;869;0.00575373993096
marjan91;-;32;5;869;0.00575373993096
mark-22;+;50;-14;869;-0.0161104718067
mark-22;-;64;-14;869;-0.0161104718067
martin112;+;73;-91;869;-0.104718066743
martin112;-;164;-91;869;-0.104718066743
martinsk;+;36;-20;869;-0.0230149597238
martinsk;-;56;-20;869;-0.0230149597238
marvin42;+;25;-34;869;-0.0391254315305
marvin42;-;59;-34;869;-0.0391254315305
master;+;84;-144;869;-0.165707710012
master;-;228;-144;869;-0.165707710012
mat;+;32;-56;869;-0.0644418872267
mat;-;88;-56;869;-0.0644418872267
mate1234567890;+;206;78;869;0.0897583429229
mate1234567890;-;128;78;869;0.0897583429229
matej-kl28;+;26;-55;869;-0.0632911392405
matej-kl28;-;81;-55;869;-0.0632911392405
matjazp;+;228;74;869;0.0851553509781
matjazp;-;154;74;869;0.0851553509781
maxbernie;+;18;-36;869;-0.0414269275029
maxbernie;-;54;-36;869;-0.0414269275029
ma_ri_bor;+;53;-26;869;-0.029919447641
ma_ri_bor;-;79;-26;869;-0.029919447641
mcbobber;+;43;-40;869;-0.0460299194476
mcbobber;-;83;-40;869;-0.0460299194476
md-zz4b;+;50;31;869;0.0356731875719
md-zz4b;-;19;31;869;0.0356731875719
mdural-qyxm;+;23;-51;869;-0.0586881472957
mdural-qyxm;-;74;-51;869;-0.0586881472957
medo-9yoi;+;70;4;869;0.00460299194476
medo-9yoi;-;66;4;869;0.00460299194476
medoo-rglh;+;38;-3;869;-0.00345224395857
medoo-rglh;-;41;-3;869;-0.00345224395857
megla111;+;30;-28;869;-0.0322209436133
megla111;-;58;-28;869;-0.0322209436133
melanholik;+;18;-81;869;-0.0932105868815
melanholik;-;99;-81;869;-0.0932105868815
melitam;+;23;-36;869;-0.0414269275029
melitam;-;59;-36;869;-0.0414269275029
merjasec;+;13;-56;869;-0.0644418872267
merjasec;-;69;-56;869;-0.0644418872267
merlot;+;40;-44;869;-0.0506329113924
merlot;-;84;-44;869;-0.0506329113924
metk;+;22;-66;869;-0.0759493670886
metk;-;88;-66;869;-0.0759493670886
mha-78ad;+;26;-91;869;-0.104718066743
mha-78ad;-;117;-91;869;-0.104718066743
micesar;+;20;-26;869;-0.029919447641
micesar;-;46;-26;869;-0.029919447641
mid;+;31;-155;869;-0.17836593786
mid;-;186;-155;869;-0.17836593786
mihaj1-nq4s;+;19;-37;869;-0.0425776754891
mihaj1-nq4s;-;56;-37;869;-0.0425776754891
mihamiha23;+;49;6;869;0.00690448791715
mihamiha23;-;43;6;869;0.00690448791715
mihas;+;21;-55;869;-0.0632911392405
mihas;-;76;-55;869;-0.0632911392405
mihatirs;+;121;-119;869;-0.136939010357
mihatirs;-;240;-119;869;-0.136939010357
mike1825;+;25;-49;869;-0.0563866513234
mike1825;-;74;-49;869;-0.0563866513234
mike81;+;21;-47;869;-0.054085155351
mike81;-;68;-47;869;-0.054085155351
mikedean;+;126;-44;869;-0.0506329113924
mikedean;-;170;-44;869;-0.0506329113924
miki331;+;102;-74;869;-0.0851553509781
miki331;-;176;-74;869;-0.0851553509781
mikic007;+;40;-212;869;-0.243958573072
mikic007;-;252;-212;869;-0.243958573072
miki_miska;+;179;-153;869;-0.176064441887
miki_miska;-;332;-153;869;-0.176064441887
milanche;+;40;-14;869;-0.0161104718067
milanche;-;54;-14;869;-0.0161104718067
milenko-t34c;+;21;-38;869;-0.0437284234753
milenko-t34c;-;59;-38;869;-0.0437284234753
milmar;+;43;4;869;0.00460299194476
milmar;-;39;4;869;0.00460299194476
mindmaster;+;10;-57;869;-0.0655926352129
mindmaster;-;67;-57;869;-0.0655926352129
mirkoking;+;18;-37;869;-0.0425776754891
mirkoking;-;55;-37;869;-0.0425776754891
miroslav;+;27;-28;869;-0.0322209436133
miroslav;-;55;-28;869;-0.0322209436133
mjex;+;36;-15;869;-0.0172612197929
mjex;-;51;-15;869;-0.0172612197929
mlrncan;+;50;-27;869;-0.0310701956272
mlrncan;-;77;-27;869;-0.0310701956272
mocco;+;99;-101;869;-0.116225546605
mocco;-;200;-101;869;-0.116225546605
model-r1yn;+;18;-42;869;-0.04833141542
model-r1yn;-;60;-42;869;-0.04833141542
modzo;+;45;-97;869;-0.111622554661
modzo;-;142;-97;869;-0.111622554661
mojcd;+;35;-55;869;-0.0632911392405
mojcd;-;90;-55;869;-0.0632911392405
montebuba;+;62;19;869;0.0218642117376
montebuba;-;43;19;869;0.0218642117376
mooodeeel;+;28;-14;869;-0.0161104718067
mooodeeel;-;42;-14;869;-0.0161104718067
morgen;+;12;-52;869;-0.0598388952819
morgen;-;64;-52;869;-0.0598388952819
morgenstern-djl6;+;44;-70;869;-0.0805523590334
morgenstern-djl6;-;114;-70;869;-0.0805523590334
motorbreath;+;26;-47;869;-0.054085155351
motorbreath;-;73;-47;869;-0.054085155351
mp3ce;+;70;40;869;0.0460299194476
mp3ce;-;30;40;869;0.0460299194476
mprivse;+;32;-16;869;-0.0184119677791
mprivse;-;48;-16;869;-0.0184119677791
mr-d;+;253;-215;869;-0.247410817031
mr-d;-;468;-215;869;-0.247410817031
mr-miyagi;+;77;0;869;0.0
mr-miyagi;-;77;0;869;0.0
mr-pp;+;17;-49;869;-0.0563866513234
mr-pp;-;66;-49;869;-0.0563866513234
mrsepia;+;33;-12;869;-0.0138089758343
mrsepia;-;45;-12;869;-0.0138089758343
ms-dante;+;30;-18;869;-0.0207134637514
ms-dante;-;48;-18;869;-0.0207134637514
mu-ica;+;74;-334;869;-0.384349827388
mu-ica;-;408;-334;869;-0.384349827388
mucek113;+;74;-210;869;-0.2416570771
mucek113;-;284;-210;869;-0.2416570771
mui;+;26;-47;869;-0.054085155351
mui;-;73;-47;869;-0.054085155351
mulcon;+;120;24;869;0.0276179516686
mulcon;-;96;24;869;0.0276179516686
muribor;+;71;52;869;0.0598388952819
muribor;-;19;52;869;0.0598388952819
mushroom;+;84;-128;869;-0.147295742232
mushroom;-;212;-128;869;-0.147295742232
mzija10;+;57;8;869;0.00920598388953
mzija10;-;49;8;869;0.00920598388953
nacek;+;44;9;869;0.0103567318757
nacek;-;35;9;869;0.0103567318757
name59;+;37;-12;869;-0.0138089758343
name59;-;49;-12;869;-0.0138089758343
nanook-ljb1;+;29;-42;869;-0.04833141542
nanook-ljb1;-;71;-42;869;-0.04833141542
napo11;+;63;-54;869;-0.0621403912543
napo11;-;117;-54;869;-0.0621403912543
naugty-by-nature;+;73;-122;869;-0.140391254315
naugty-by-nature;-;195;-122;869;-0.140391254315
nb21;+;82;-40;869;-0.0460299194476
nb21;-;122;-40;869;-0.0460299194476
nbatv;+;51;-69;869;-0.0794016110472
nbatv;-;120;-69;869;-0.0794016110472
nellyville;+;52;-185;869;-0.212888377445
nellyville;-;237;-185;869;-0.212888377445
nemafiji;+;35;-33;869;-0.0379746835443
nemafiji;-;68;-33;869;-0.0379746835443
nenn0;+;15;-55;869;-0.0632911392405
nenn0;-;70;-55;869;-0.0632911392405
neo_;+;18;-33;869;-0.0379746835443
neo_;-;51;-33;869;-0.0379746835443
nerd;+;53;-1;869;-0.00115074798619
nerd;-;54;-1;869;-0.00115074798619
nikec3;+;253;-79;869;-0.0909090909091
nikec3;-;332;-79;869;-0.0909090909091
nim;+;44;9;869;0.0103567318757
nim;-;35;9;869;0.0103567318757
nincy2;+;38;0;869;0.0
nincy2;-;38;0;869;0.0
no72;+;199;-56;869;-0.0644418872267
no72;-;255;-56;869;-0.0644418872267
nocik;+;52;-132;869;-0.151898734177
nocik;-;184;-132;869;-0.151898734177
nody;+;117;91;869;0.104718066743
nody;-;26;91;869;0.104718066743
nogav1ca;+;32;-47;869;-0.054085155351
nogav1ca;-;79;-47;869;-0.054085155351
nomenestomen;+;59;-41;869;-0.0471806674338
nomenestomen;-;100;-41;869;-0.0471806674338
nordnung;+;40;14;869;0.0161104718067
nordnung;-;26;14;869;0.0161104718067
norigoban;+;55;-9;869;-0.0103567318757
norigoban;-;64;-9;869;-0.0103567318757
nowitzki41;+;28;-60;869;-0.0690448791715
nowitzki41;-;88;-60;869;-0.0690448791715
no_remorse;+;18;-30;869;-0.0345224395857
no_remorse;-;48;-30;869;-0.0345224395857
ntbul;+;25;-64;869;-0.0736478711162
ntbul;-;89;-64;869;-0.0736478711162
o-fenomeno;+;45;-77;869;-0.0886075949367
o-fenomeno;-;122;-77;869;-0.0886075949367
ocelot;+;33;-70;869;-0.0805523590334
ocelot;-;103;-70;869;-0.0805523590334
octopus;+;29;-65;869;-0.0747986191024
octopus;-;94;-65;869;-0.0747986191024
odklop-76;+;100;38;869;0.0437284234753
odklop-76;-;62;38;869;0.0437284234753
oildome;+;125;-113;869;-0.13003452244
oildome;-;238;-113;869;-0.13003452244
olimpija-3;+;9;-51;869;-0.0586881472957
olimpija-3;-;60;-51;869;-0.0586881472957
olimpija-63zr;+;26;-56;869;-0.0644418872267
olimpija-63zr;-;82;-56;869;-0.0644418872267
olimpija-no1;+;51;-115;869;-0.132336018412
olimpija-no1;-;166;-115;869;-0.132336018412
olimpijavsrcu;+;66;-140;869;-0.161104718067
olimpijavsrcu;-;206;-140;869;-0.161104718067
ol_im_pi_ja;+;34;-59;869;-0.0678941311853
ol_im_pi_ja;-;93;-59;869;-0.0678941311853
oneround;+;69;-46;869;-0.0529344073648
oneround;-;115;-46;869;-0.0529344073648
onzy25;+;106;-35;869;-0.0402761795167
onzy25;-;141;-35;869;-0.0402761795167
opec;+;45;-70;869;-0.0805523590334
opec;-;115;-70;869;-0.0805523590334
opteron;+;51;-61;869;-0.0701956271577
opteron;-;112;-61;869;-0.0701956271577
optimus;+;14;-42;869;-0.04833141542
optimus;-;56;-42;869;-0.04833141542
oxy;+;27;-19;869;-0.0218642117376
oxy;-;46;-19;869;-0.0218642117376
pacifist71;+;23;-34;869;-0.0391254315305
pacifist71;-;57;-34;869;-0.0391254315305
paganinis;+;53;-126;869;-0.14499424626
paganinis;-;179;-126;869;-0.14499424626
pahorcek;+;61;-41;869;-0.0471806674338
pahorcek;-;102;-41;869;-0.0471806674338
paperino;+;71;-296;869;-0.340621403913
paperino;-;367;-296;869;-0.340621403913
paradiznik;+;18;-35;869;-0.0402761795167
paradiznik;-;53;-35;869;-0.0402761795167
partibrejker;+;14;-47;869;-0.054085155351
partibrejker;-;61;-47;869;-0.054085155351
partyboy;+;107;-129;869;-0.148446490219
partyboy;-;236;-129;869;-0.148446490219
patrakadabra18;+;35;-4;869;-0.00460299194476
patrakadabra18;-;39;-4;869;-0.00460299194476
pd;+;17;-37;869;-0.0425776754891
pd;-;54;-37;869;-0.0425776754891
penyablaugrana;+;69;-105;869;-0.12082853855
penyablaugrana;-;174;-105;869;-0.12082853855
perice;+;49;-53;869;-0.0609896432681
perice;-;102;-53;869;-0.0609896432681
perlica;+;20;-37;869;-0.0425776754891
perlica;-;57;-37;869;-0.0425776754891
pesnik123;+;41;-58;869;-0.0667433831991
pesnik123;-;99;-58;869;-0.0667433831991
peter;+;70;17;869;0.0195627157652
peter;-;53;17;869;0.0195627157652
peters;+;46;-199;869;-0.228998849252
peters;-;245;-199;869;-0.228998849252
peter_skater;+;45;-29;869;-0.0333716915995
peter_skater;-;74;-29;869;-0.0333716915995
pezdicek;+;39;-80;869;-0.0920598388953
pezdicek;-;119;-80;869;-0.0920598388953
piatim69;+;25;-109;869;-0.125431530495
piatim69;-;134;-109;869;-0.125431530495
pigl;+;30;-38;869;-0.0437284234753
pigl;-;68;-38;869;-0.0437284234753
pikam_dopust;+;7;-59;869;-0.0678941311853
pikam_dopust;-;66;-59;869;-0.0678941311853
pingo69;+;86;-56;869;-0.0644418872267
pingo69;-;142;-56;869;-0.0644418872267
pingu5;+;35;-51;869;-0.0586881472957
pingu5;-;86;-51;869;-0.0586881472957
pingvi;+;71;24;869;0.0276179516686
pingvi;-;47;24;869;0.0276179516686
pingvini-slo;+;32;-24;869;-0.0276179516686
pingvini-slo;-;56;-24;869;-0.0276179516686
pinkfloyd123;+;168;89;869;0.102416570771
pinkfloyd123;-;79;89;869;0.102416570771
pistons_boy;+;84;-126;869;-0.14499424626
pistons_boy;-;210;-126;869;-0.14499424626
pitbull-m78b;+;42;-5;869;-0.00575373993096
pitbull-m78b;-;47;-5;869;-0.00575373993096
pixelbitch;+;176;-159;869;-0.182968929804
pixelbitch;-;335;-159;869;-0.182968929804
player-x;+;34;2;869;0.00230149597238
player-x;-;32;2;869;0.00230149597238
ples;+;66;-62;869;-0.0713463751438
